date,CAPE,ECY,Buffett,VIX,VIXTerm,Dev200,Drawdown,WeeklyRSI,PutCall,BreadthRaw,Breadth,HY,B
2015-06-05,78.05555555555556,29.72222222222223,96.38888888888889,74.47721598002497,65.08042895442358,41.437299062097566,73.69418017455502,31.49996893555459,10.457119741100328,56.17,50.312,62.235877533419576,56.27393876670979
2015-06-08,78.05555555555556,29.72222222222223,96.38888888888889,67.55344047433297,47.052255471192495,37.32684440023482,69.84066736350965,31.49996893555459,9.140546006066728,54.18,49.06285714285714,61.273981461521885,55.16841930218951
2015-06-09,78.05555555555556,29.72222222222223,96.38888888888889,72.93291731669267,65.02232142857143,37.12885854667789,69.88851462901937,31.49996893555459,11.837848766680153,53.38,48.14857142857143,60.20474137931034,54.17665640394088
2015-06-10,78.05555555555556,29.72222222222223,96.38888888888889,81.53174231789112,82.93172690763052,43.16858389238351,76.89732360009333,31.49996893555459,18.900343642611688,57.96,50.78933333333333,61.53846153846153,56.16389743589743
2015-06-11,78.05555555555556,29.72222222222223,96.38888888888889,84.52121023081722,87.75646743978591,43.68821581388842,77.8952111325552,31.49996893555459,23.736863379143088,57.76,50.736,61.06204222317967,55.89902111158983
2015-06-12,78.05555555555556,29.72222222222223,96.38888888888889,77.31950725089662,70.68658047258137,39.62733785665441,73.17168566526337,39.2438768041939,25.601131541725593,56.17,50.312,60.887357312082706,55.59967865604135
2015-06-15,78.05555555555556,29.72222222222223,96.38888888888889,67.01746180230745,44.674688057041,37.185609353640075,70.70576135239162,39.2438768041939,24.65656565656566,53.4,48.17142857142857,58.76399655469423,53.4677125630614
2015-06-16,78.05555555555556,29.72222222222223,96.38888888888889,70.38971161340608,50.66815144766147,39.76145352659403,73.78068555233435,39.2438768041939,29.17592405574632,55.59,50.157333333333334,56.64155005382131,53.39944169357732
2015-06-17,78.05555555555556,29.72222222222223,96.38888888888889,72.69326683291771,63.51291184327694,40.87100512258866,75.0644150291023,39.2438768041939,30.59369951534734,56.59,50.424,57.08136030994404,53.75268015497202
2015-06-18,78.05555555555556,29.72222222222223,96.38888888888889,81.80613994078229,86.18157543391189,46.674791436262225,82.65907073749916,39.2438768041939,37.936604078336366,60.4,51.44,58.779857972885736,55.10992898644287
2015-06-19,78.05555555555556,29.72222222222223,96.38888888888889,76.1374259894048,74.79982206405694,43.908495917704116,78.99854641886643,55.86204417332012,41.491723859507466,58.4,50.906666666666666,58.14328743545611,54.524977051061384
