date,spx,ndx,CAPE,ECY,Buffett,V,VIX,VIXTerm,PutCall,S,Dev200,Drawdown,WeeklyRSI,T,HY,BreadthRaw,BreadthU,B,base,ndx_overheat,spx_div,ndx_div,heat_spx,heat_ndx,vix_panic,vix_backwardation,raw_band_spx,raw_band_ndx,band_spx,band_ndx,sell_days,sell_signal
2019-09-10,2979.389892578125,7814.740234375,84.72222222222221,85.27777777777777,94.16666666666667,86.86111111111111,63.97540435770619,67.15493808517064,26.363918164910103,53.48684193173348,57.54457341151131,75.44997662459093,70.63175867956744,67.08326085310321,70.66171505739365,71.08,54.288,62.47485752869682,71.13445589352331,False,False,False,71.13445589352331,71.13445589352331,False,False,yellow,yellow,orange,orange,0,False
2019-09-11,3000.929931640625,7887.580078125,84.72222222222221,85.27777777777777,94.16666666666667,86.86111111111111,67.9831595829992,75.89070048309179,30.84908583823986,58.81982268459455,62.562814070351756,81.4946827159051,70.63175867956744,71.20620424859935,70.17721518987341,73.66,54.976,62.5766075949367,73.5086119372366,False,False,False,73.5086119372366,73.5086119372366,False,False,yellow,yellow,orange,orange,0,False
2019-09-12,3009.570068359375,7917.33984375,84.72222222222221,85.27777777777777,94.16666666666667,86.86111111111111,70.60002672724843,79.91246604286145,42.998760842627014,64.64775679076526,64.08063165450412,84.23112876840383,70.63175867956744,72.77108740063485,71.87816402294972,73.26,54.86933333333334,63.373748678141524,75.43653036010862,False,False,False,75.43653036010862,75.43653036010862,False,False,orange,orange,orange,orange,0,False
2019-09-13,3007.389892578125,7892.9501953125,84.72222222222221,85.27777777777777,94.16666666666667,86.86111111111111,74.01122394441475,88.36753168376585,45.91204707339733,69.1705478179473,62.5897129186603,82.8484636055614,59.015927189988616,68.78682922690777,72.34688712670828,75.04,55.344,63.84544356335414,75.61833306199362,False,False,False,75.61833306199362,75.61833306199362,False,False,orange,orange,orange,orange,0,False
2019-09-16,2997.9599609375,7852.41015625,84.72222222222221,85.27777777777777,94.16666666666667,86.86111111111111,67.53507014028057,76.66666666666667,48.63777089783282,64.14877949914278,59.44863054658534,79.88317757009345,59.015927189988616,66.49254616566401,73.08535762483132,74.45,55.18666666666667,64.13601214574899,73.81837707522104,False,False,False,73.81837707522104,73.81837707522104,False,False,yellow,yellow,orange,orange,0,False
2019-09-17,3005.699951171875,7888.7900390625,84.72222222222221,85.27777777777777,94.16666666666667,86.86111111111111,69.24258616083355,83.60977080820265,60.52305787681832,70.21852383747125,61.396795025113605,82.34435229529261,59.015927189988616,68.13322311089502,72.85376960701636,72.87,54.76533333333333,63.809551470174846,75.71333632855351,False,False,False,75.71333632855351,75.71333632855351,False,False,orange,orange,orange,orange,0,False
2019-09-18,3006.72998046875,7888.56005859375,84.72222222222221,85.27777777777777,94.16666666666667,86.86111111111111,72.56578068652331,87.38317757009347,59.26670792079208,72.28040807769648,61.15030491450437,82.58000467180565,59.015927189988616,68.11710539843088,72.5716694772344,71.88,54.501333333333335,63.536501405283865,76.19747295400468,False,False,False,76.19747295400468,76.19747295400468,False,False,orange,orange,orange,orange,0,False
2019-09-19,3006.7900390625,7901.7900390625,84.72222222222221,85.27777777777777,94.16666666666667,86.86111111111111,71.66132478632478,84.13200723327306,46.566656356325396,67.25059486906204,61.30439980870397,83.11923391334813,59.015927189988616,68.36747359065058,74.12746585735964,71.42,54.37866666666667,64.25306626201315,75.07426818557391,False,False,False,75.07426818557391,75.07426818557391,False,False,orange,orange,orange,orange,0,False
2019-09-20,2992.070068359375,7823.5498046875,84.72222222222221,85.27777777777777,94.16666666666667,86.86111111111111,63.1860061423421,71.21120819523952,41.91403834260977,58.81071631564676,56.33592349073521,77.91919663708548,50.85275724843661,62.51927753138315,72.8422117329737,70.43,54.114666666666665,63.47843919982018,71.42478682618395,False,False,False,71.42478682618395,71.42478682618395,False,False,yellow,yellow,orange,orange,0,False
2019-09-23,2991.780029296875,7818.60986328125,84.72222222222221,85.27777777777777,94.16666666666667,86.86111111111111,65.70093457943925,84.80421686746988,39.860896445131374,62.724743711154545,55.82715754243366,77.68826619964975,50.85275724843661,62.23494549896003,72.03775493005224,69.84,53.95733333333333,62.99754413169279,72.28412116014238,False,False,False,72.28412116014238,72.28412116014238,False,False,yellow,yellow,orange,orange,0,False
2019-09-24,2966.60009765625,7710.0400390625,84.72222222222221,85.27777777777777,94.16666666666667,86.86111111111111,51.268188492858094,42.41192411924119,29.279975278121142,42.45765843503278,49.324728098482126,70.42376838664487,50.85275724843661,57.091399486827704,70.56791371755983,68.25,53.53333333333333,62.05062352544658,65.83677127745423,False,False,False,65.83677127745423,65.83677127745423,False,False,yellow,yellow,orange,orange,0,False
2019-09-25,2984.8701171875,7803.5400390625,84.72222222222221,85.27777777777777,94.16666666666667,86.86111111111111,58.82274426054458,58.95544852498495,22.38183503243745,47.923647558222534,53.78226577437859,75.98342476946422,50.85275724843661,60.82029429117306,70.3285593934288,69.04,53.744,62.0362796967144,68.1340578764648,False,False,False,68.1340578764648,68.1340578764648,False,False,yellow,yellow,orange,orange,0,False
2019-09-26,2977.6201171875,7771.990234375,84.72222222222221,85.27777777777777,94.16666666666667,86.86111111111111,57.99412785266249,58.75714715618417,18.004941321803585,46.188126719285236,51.756482255944555,73.83870214752568,50.85275724843661,59.25932796612096,69.28908355795149,67.46,53.32266666666666,61.305875112309074,67.23689562702691,False,False,False,67.23689562702691,67.23689562702691,False,False,yellow,yellow,orange,orange,0,False
2019-09-27,2961.7900390625,7681.580078125,84.72222222222221,85.27777777777777,94.16666666666667,86.86111111111111,50.46036829463571,42.64440433212996,15.297931460327263,37.95764625371674,46.60095579450418,69.03956120900922,30.142045454545453,50.33974010459126,68.19942732019538,67.26,53.269333333333336,60.73438032676436,62.89222906669788,False,False,False,62.89222906669788,62.89222906669788,False,False,yellow,yellow,orange,orange,0,False
2019-09-30,2976.739990234375,7749.4501953125,84.72222222222221,85.27777777777777,94.16666666666667,86.86111111111111,56.76450967311541,49.8796992481203,15.679012345679013,42.71765786863572,50.16724405686298,73.02800466744458,30.142045454545453,53.16221061998715,67.32064668238465,67.26,53.269333333333336,60.29499000785899,64.74391056738607,False,False,False,64.74391056738607,64.74391056738607,False,False,yellow,yellow,orange,orange,0,False
